Unnamed: 0.1,Unnamed: 0,smiles,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,ex12,ex13,ex14,ex15,ex16,ex17,ex18,ex19,ex20,ex21,ex22,ex23,ex24,ex25,ex26,ex27,ex28,ex29,ex30,ex31,ex32,ex33,ex34,ex35,ex36,ex37,ex38,ex39,ex40,ex41,ex42,ex43,ex44,ex45,ex46,ex47,ex48,ex49,ex50,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,prob37,prob38,prob39,prob40,prob41,prob42,prob43,prob44,prob45,prob46,prob47,prob48,prob49,prob50,pc1,pc2,pc3,pc4,pc5,cluster
4266398,4266398,CC(C)=CCCC(=O)N(C)CCN(C)Cc1nc(=N)[nH][nH]1,3.916,4.255,4.36,4.394,4.536,4.556,4.586,4.649,4.849,5.034,5.138,5.286,5.293,5.518,5.693,5.751,5.875,6.238,6.296,6.581,6.594,6.678,6.697,6.714,6.759,6.846,6.893,6.946,7.004,7.009,7.095,7.215,7.237,7.286,7.304,7.307,7.389,7.411,7.452,7.503,7.55,7.56,7.627,7.64,7.651,7.666,7.667,7.74,7.749,7.777,4.691e-05,3.28e-05,0.0005689,0.04718577,0.00136402,0.05566645,0.0004312,0.00118741,0.00018955,0.00096453,0.00068736,1.846e-05,0.00021661,7.04e-06,0.00745748,0.00016107,0.02064489,0.13856261,4.231e-05,0.00126165,0.21755534,0.00659285,0.02809777,0.00359796,0.11111354,0.02873116,0.29766518,0.00182593,0.1476822,0.00116388,0.00132957,0.00863555,0.01123876,0.00096776,0.00947839,0.00896505,3.106e-05,0.00055851,0.00143982,0.00381767,0.00184644,0.00548714,0.00901288,0.08877617,0.06111692,0.00485573,0.00113921,0.04282838,0.00396699,0.000283,-979118.999999663,7.622066517222675,1.129699203128826,0.5355528526044101,1.136232937308622,4
1726107,1726107,C=CCC(=O)N(C)CCN(C)CCc1nc(C)ns1,2.965,3.222,3.397,3.807,4.048,4.228,4.228,4.235,4.474,4.655,4.667,4.866,5.005,5.248,5.262,5.301,5.312,5.385,5.497,5.497,5.501,5.51,5.595,5.605,5.635,5.686,5.765,5.808,5.929,5.97,6.012,6.225,6.265,6.335,6.355,6.373,6.467,6.534,6.536,6.552,6.559,6.605,6.647,6.706,6.732,6.747,6.76,6.791,6.818,6.826,0.0002164,0.00704435,0.00632341,2.855e-05,0.00106726,0.00031267,0.00027166,0.00015317,6.35e-06,0.00012402,2.476e-05,0.05005353,0.02253626,0.01899197,0.00245323,9.184e-05,0.04958312,0.00014019,3.89e-06,4.09e-05,0.00010994,1.06e-06,0.00509468,0.00367869,0.00196479,6.3e-07,0.00030458,0.00021271,4.51e-06,0.00712411,0.00049006,0.0073412,0.00036683,0.00057629,0.00938192,0.00147333,0.02370215,0.0188546,1.868e-05,0.00104108,0.00396184,0.00046423,8.2e-06,0.00552569,0.01035926,0.0369983,0.02871015,0.19398633,0.0016915,6.274e-05,-3519409.999998773,1.655456269107353,0.9754540205536408,-0.1045972888624676,-0.1884003791160351,2
1994583,1994583,C=CCOc1ccc(C(=O)NCCNC(=O)CCc2cncc(F)c2)cc1,2.954,3.466,3.512,3.601,3.608,3.62,3.743,4.024,4.049,4.12,4.179,4.267,4.308,4.357,4.366,4.555,4.56,4.597,4.639,4.664,4.7,4.721,4.791,4.835,4.868,4.878,4.976,5.009,5.013,5.031,5.086,5.109,5.152,5.176,5.187,5.209,5.266,5.279,5.313,5.331,5.332,5.402,5.408,5.451,5.585,5.598,5.701,5.72,5.763,5.773,7.6e-07,4.03e-06,1.55e-06,0.00103416,1.979e-05,9.116e-05,0.00015485,3.24e-06,0.00031642,3.104e-05,0.00082091,0.00027478,3.104e-05,0.00195697,4.755e-05,0.03636135,0.00037166,1.15e-06,0.03256908,0.00037349,0.00152631,0.00278429,0.27396412,0.00026331,0.00468284,2.456e-05,0.00852772,0.00010145,0.05985671,1.25e-06,7.63e-06,3.5e-07,6.7e-07,0.00078168,1.82e-06,3.1e-07,0.00196133,2e-08,1.822e-05,1.47e-06,3.697e-05,0.00052302,1.39e-05,5.362e-05,0.02333469,9.744e-05,0.02713783,0.000169,0.01121857,0.02845331,-3250933.999998864,-4.4642691936912895,-0.5673130605271085,-0.0441074152702521,-0.0001160610869292,2
5268671,5268671,CC(C)(C)OCc1ccccc1C(O)=NOCCCNc1nc2ccccc2o1,3.412,3.738,3.786,3.921,4.074,4.194,4.29,4.399,4.501,4.616,4.682,4.737,4.759,4.782,4.876,4.965,4.993,5.075,5.108,5.192,5.21,5.248,5.302,5.339,5.394,5.429,5.508,5.524,5.555,5.644,5.647,5.741,5.817,5.855,5.868,5.872,5.932,5.962,5.996,6.017,6.033,6.065,6.069,6.087,6.107,6.176,6.213,6.232,6.275,6.305,5.62e-06,3.1e-06,0.06644146,0.0011001,0.00022089,0.00020646,8.85e-06,0.00060182,0.18581154,2.8e-07,1.2e-07,0.00479762,0.00052993,0.00019486,0.10496187,0.00821066,3.89e-05,0.00518502,0.00023685,0.00022747,0.00054604,7.1e-07,2.071e-05,0.03566123,1.97e-05,4.519e-05,0.02285764,0.01377276,0.09870679,0.01204243,0.00067241,0.00010291,0.00318459,0.33461321,0.00188076,0.03498208,0.0816059,0.0068669,0.00214871,0.00169228,0.04083039,0.03359964,0.06240066,0.01386063,0.00830907,0.00300733,0.00075227,0.12819509,0.00140871,0.32505551,23153.99999999279,-0.6536362505669745,-0.5686469504501798,0.0388109872830358,-0.0101152903117251,4
6303611,6303611,CCN(CC)c1ccnc(NCC(=O)C2CCCC(OCCOC)CC2)n1,3.587,3.949,3.993,4.518,4.604,4.633,4.687,4.827,4.828,5.215,5.246,5.271,5.302,5.468,5.499,5.633,5.739,5.838,5.888,5.898,6.055,6.143,6.218,6.29,6.327,6.351,6.38,6.421,6.482,6.568,6.661,6.778,6.788,6.821,6.851,6.913,6.962,6.968,6.982,6.994,7.047,7.171,7.207,7.225,7.307,7.329,7.36,7.365,7.381,7.416,0.00115649,0.00014833,4.22e-05,0.04242217,0.00175186,0.00047172,0.00036172,0.00066925,0.02363121,0.00463403,1.987e-05,0.10478058,0.01377629,0.00039816,0.01959178,0.1704736,0.00185465,0.00175208,0.00327246,0.00503086,0.00045372,0.00186415,0.00857591,0.28465134,0.00892348,0.00433806,0.00060944,0.01156061,0.00661099,0.01822863,0.00059811,5.532e-05,0.00582229,0.00210451,0.00723143,0.05009783,0.00330535,0.00346623,0.00137533,0.00361377,0.00168799,0.00521615,0.15038018,0.01003899,0.00109908,0.04176346,0.00025083,0.00031215,0.06275072,0.00542788,1058093.9999996324,5.332231223342979,0.4560588057655005,0.2429358296028386,0.0777295839872841,3
1509143,1509143,Cc1cc(NC(=O)CSc2nnc(CN3CCCC3)n2Cc2ccco2)n(C(C)(C)C)n1,4.063,4.426,4.467,4.583,4.721,4.815,4.826,4.904,4.923,5.117,5.124,5.138,5.223,5.233,5.282,5.351,5.418,5.432,5.541,5.584,5.598,5.611,5.656,5.675,5.75,5.764,5.765,5.807,5.834,5.839,5.862,5.88,5.888,5.91,5.942,5.972,5.974,5.982,6.027,6.077,6.078,6.095,6.143,6.212,6.267,6.275,6.28,6.304,6.346,6.359,0.00048595,0.00192738,0.00058635,0.00081592,0.06476974,0.00074604,0.00406752,0.00140942,0.00194279,0.00025061,0.02078076,0.00038981,0.00180788,0.01172217,0.00279926,0.0019873,0.01611464,0.00814341,0.00099813,0.00613186,0.00426245,0.02277835,0.00072872,0.00226804,0.05877819,0.0002618,0.02112797,0.00744833,0.00601288,0.00364214,0.00016886,0.02440121,0.00985709,0.03241917,0.01605709,0.06787492,0.02404686,0.02866945,0.03389768,0.01315113,0.00120764,0.06048071,0.05187977,0.00787984,0.00031279,0.01762378,0.00616263,0.00518136,0.00024775,0.00696305,-3736373.999998696,1.223895923262664,-2.21263908360774,-0.3178129030818654,0.1000562158191153,2
9547736,9547736,CCOC(C)(C)OC(O)=Nc1ccc(N(C)C(=O)COc2ccccc2CNc2ccc(C=NOC)cc2)cc1,3.31,3.428,3.471,3.596,3.647,3.687,3.971,3.992,4.055,4.085,4.119,4.136,4.145,4.175,4.242,4.262,4.285,4.304,4.317,4.322,4.347,4.367,4.392,4.485,4.501,4.51,4.514,4.525,4.598,4.609,4.625,4.634,4.636,4.661,4.677,4.689,4.703,4.73,4.793,4.794,4.803,4.853,4.86,4.864,4.909,4.915,4.961,4.991,4.993,5.0,0.01366776,0.00156515,5.84e-06,0.0001746,0.00912459,0.00062702,0.07413823,0.32442232,0.09398645,0.00160279,0.15544221,0.00164495,0.00334446,0.10136716,0.01185603,0.0086561,0.00293617,0.0001284,0.00162991,0.00013353,0.00252467,1.761e-05,2.34e-06,0.0007377,4.425e-05,0.00010068,0.00228006,0.00041236,6.139e-05,0.00075159,0.00807795,0.00106941,0.00570998,0.00559031,1.66e-05,0.00025441,0.00034153,6.612e-05,0.00035546,0.05667297,0.00129758,0.00112574,0.00777722,0.00327825,0.00013692,0.01042556,0.00087218,0.00155618,0.03383655,6.507e-05,4302218.9999985015,-7.141811319562797,-1.9437713269446533,-0.3789935474160636,-0.077761998455122,1
5992235,5992235,COc1ccc(-c2ncc(CNC(=O)CN3CCN(S(N)(=O)=O)CC3)o2)cc1,3.314,3.597,3.656,3.932,3.934,3.981,4.079,4.217,4.432,4.572,4.696,4.73,4.745,4.858,4.885,4.916,4.916,4.928,5.114,5.17,5.187,5.197,5.214,5.413,5.425,5.475,5.519,5.541,5.599,5.633,5.691,5.701,5.766,5.813,5.867,5.871,5.88,5.891,5.906,6.039,6.075,6.088,6.102,6.146,6.15,6.155,6.196,6.221,6.265,6.31,0.00054216,4.801e-05,0.00098935,0.00066641,0.00215654,0.01898884,0.46930777,3.078e-05,0.02555738,0.0053002,0.00105128,0.00098629,0.01444354,0.00065403,0.00025744,0.00126282,0.00273768,0.00565797,0.00705402,0.00018181,4.607e-05,0.00074009,0.00100046,0.00096927,0.03686052,3.881e-05,0.06576077,0.00056176,0.00223684,1.8e-05,0.01866764,0.00624474,2.965e-05,0.00024326,0.00227012,5.575e-05,0.00405984,0.01533115,0.0023037,2.429e-05,0.02751006,0.01353883,0.00197855,2.326e-05,0.01254618,0.00030075,0.0048179,0.00039793,0.15727215,0.01007203,746717.999999741,-0.8256399865274068,-0.2584755412623668,-0.0135627768293816,0.0725224681229679,4
7972216,7972216,O=C(CCN1CC(=O)NCCn2nnnc21)NCCc1cn(Cc2ccccc2)cn1,3.42,3.457,3.753,3.789,3.87,3.906,4.245,4.281,4.303,4.34,4.52,4.671,4.701,4.717,4.752,4.763,4.774,4.796,4.834,4.859,4.895,4.896,4.949,4.959,4.984,5.054,5.07,5.127,5.197,5.233,5.287,5.309,5.348,5.377,5.459,5.49,5.506,5.542,5.629,5.662,5.685,5.692,5.751,5.789,5.859,5.874,5.887,5.923,5.949,5.954,2.183e-05,6.3e-07,4.51e-06,7.15e-06,6.638e-05,0.00035371,7.34e-06,2.15e-06,2.665e-05,5.302e-05,0.00500414,0.0065153,0.00091413,0.00111723,0.00037343,0.00435057,0.00148045,0.00226815,0.01817219,3.899e-05,1.001e-05,0.00023792,0.00192817,0.00094586,0.00045547,0.00493326,0.00010014,0.00128969,0.00023188,3.902e-05,0.00021564,0.00202917,0.00262309,0.00018552,0.00011372,0.00174893,0.00035088,0.00686617,0.01853494,0.00197237,1.409e-05,1.915e-05,0.0011098,0.00039452,1.91e-06,0.00145416,0.00116059,0.00042082,0.00029491,7.077e-05,2726698.999999048,-2.7615474278384844,-0.9155125842119896,-0.038543671557034,-0.273819794694686,3
2494640,2494640,Cc1cc(-c2ccncc2)nc(N2CCCN(C(=O)O)CC2)c1,3.268,3.475,3.59,3.75,3.889,4.008,4.372,4.474,4.496,4.596,4.662,4.685,4.694,4.793,4.822,4.848,4.947,4.978,4.992,5.231,5.364,5.404,5.414,5.477,5.565,5.602,5.653,5.7,5.732,5.771,5.818,5.891,5.935,6.002,6.074,6.075,6.097,6.25,6.258,6.389,6.398,6.42,6.448,6.478,6.509,6.563,6.651,6.68,6.7,6.709,0.02730141,0.00570007,0.00500829,0.00015187,4.313e-05,0.0001657,5.468e-05,0.02484666,7.815e-05,0.00407054,0.00136195,0.01285611,0.0124449,0.11305813,0.20937905,0.01035111,0.04520615,6.463e-05,0.0103581,0.05416765,0.10930418,0.03715018,0.01495739,0.02968572,0.00089838,0.00812083,0.00432179,0.00203999,0.03550217,0.00171812,0.0260024,6.747e-05,0.00144512,0.00101291,0.00197837,0.00016818,0.27403196,0.00110502,0.00206881,0.03531499,0.31031307,0.00797956,0.00020706,0.02340367,0.00719842,0.00902076,0.00035205,0.00048442,0.00673246,0.00019724,-2750876.9999990403,0.3695557852832252,0.4842210358911026,0.4613230298286067,-0.2511576552356105,0
4792772,4792772,C=S(=O)(NC(=O)c1cn(CCOC)nc1C)c1cccc2ccccc12,1.869,2.582,2.642,3.006,3.06,3.114,3.184,3.279,3.62,3.74,3.763,3.836,3.864,3.947,4.033,4.067,4.096,4.228,4.25,4.278,4.325,4.399,4.429,4.487,4.566,4.611,4.744,4.805,4.854,4.86,4.865,4.878,4.912,4.939,4.957,4.972,4.989,5.143,5.157,5.168,5.212,5.242,5.305,5.307,5.368,5.387,5.42,5.464,5.469,5.478,0.01034186,0.0024852,0.00309784,0.00135434,0.00162526,0.01580506,0.00023937,0.00827882,0.06304509,0.03398311,0.00237089,0.00020451,0.00061166,0.00194404,0.00202092,0.02340982,0.04701017,0.00442108,0.00099569,0.00645672,0.03534455,0.00092393,0.00063214,0.0107932,1.808e-05,0.01112474,0.02079528,0.00385976,0.04535616,0.0143827,0.0077802,0.06814466,0.01480425,0.00152679,0.01600976,0.02170791,0.02271023,0.00423068,0.01575851,0.04680551,0.02538128,0.00139435,0.01132188,0.00821756,0.08006939,0.01233302,0.00472174,0.00254264,0.02764745,0.01268608,-452744.9999998365,-6.755729277054866,1.08303284037794,-0.2045076370922404,-0.1643603723932888,4
